immatriculation;numero_de_serie;marque;modele;date_debut;date_fin
S-MCX-060;088785146166;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2023-02-07;2024-09-29
S-UZD-328;082124187457;OXELO;Decathlon R900E;2023-08-12;2025-04-03
S-WXN-216;078354327403;SUOTU;Suotu M5 pour enfants et adultes;2025-09-03;2027-04-26
S-QWZ-984;058428514668;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-05-16;2026-01-06
S-MMQ-763;028170597554;JOYOR;Adulte Joyor G5 Noir;2024-02-25;2025-10-17
S-NWN-077;049991115604;XIAOMI;Xiaomi 4 Lite;2023-02-04;2024-09-26
S-QRZ-364;018181084291;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2025-09-16;2027-05-09
S-JGV-518;081991587469;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-02-22;2026-10-15
S-TSF-120;069119371910;JIVR;JIVR avec moteur 230W et triple système de freinage;2023-05-20;2025-01-09
S-YOW-959;000842606012;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2022-10-22;2024-06-13
S-HOP-159;027784751384;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2024-04-28;2025-12-19
S-MWZ-067;028741987977;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2023-06-15;2025-02-04
S-YIK-714;011678342066;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2023-06-29;2025-02-18
S-EEI-498;080286212108;SEGWAY-NINEBOT;Ninebot F2;2024-06-11;2026-02-01
S-XIX-470;057281367416;XIAOMI;Xiaomi Mi 3;2024-04-17;2025-12-08
S-DOV-788;083375764632;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2025-11-06;2027-06-29
S-NEQ-364;046942502420;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2025-06-10;2027-01-31
S-CFU-939;000445523361;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2025-09-17;2027-05-10
S-LSD-483;099133495645;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2025-02-22;2026-10-15
S-BLT-652;050757091064;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2025-02-09;2026-10-02
S-NYT-432;078310023255;SEGWAY-NINEBOT;Ninebot F2 Pro E;2023-12-25;2025-08-16
S-OYG-648;030979610424;OKAI;OKAI NEON LITE ES10 - BLACK;2022-08-12;2024-04-03
S-GCW-784;058867790400;KUGOO;Kugoo S1 pro pour enfants et adultes;2023-11-11;2025-07-03
S-NLR-075;002206119875;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2023-01-07;2024-08-29
S-QHY-995;086629046035;NAVEE;Scooter électrique Navee N65 Noir;2022-11-26;2024-07-18
S-DXW-282;093704399124;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2022-10-22;2024-06-13
S-DHB-942;072291533804;WEEBOT;Inoe Sweemie 2;2025-05-26;2027-01-16
S-EGM-191;061486937278;TO.TEM;LYNX - 3 ROUES;2024-11-11;2026-07-04
S-AFW-862;078692340121;SUOTU;Suotu R1 pour adultes;2022-08-25;2024-04-16
S-AJO-267;080697599221;TO.TEM;LYNX - 3 ROUES;2025-06-14;2027-02-04
S-WBP-151;045996865445;JOYOR;Adulte Joyor Y5S Noir;2023-05-26;2025-01-15
S-SCA-597;062653580567;SEGWAY-NINEBOT;Ninebot F2 Plus;2023-05-17;2025-01-06
S-UVG-496;040690752445;UNAGI;Unagi Dual Motor;2025-03-15;2026-11-05
S-HVE-205;053394150030;JOYOR;Joyor Y10 blanche;2023-04-21;2024-12-11
S-YHZ-085;006081607248;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2023-06-09;2025-01-29
S-DAZ-682;030767267228;OKAI;OKAI NEON LITE ES10 - BLACK;2023-11-04;2025-06-26
S-BNP-203;072988488986;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-10-19;2027-06-11
S-PZW-645;086282381924;SEGWAY-NINEBOT;Ninebot F2 Pro E;2025-04-09;2026-11-30
S-VZT-529;010500029364;XIAOMI;Xiaomi Mi 3;2023-06-09;2025-01-29
S-GBT-832;052339628354;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2025-09-27;2027-05-20
S-SWO-056;033872390644;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2025-11-03;2027-06-26
S-VJX-276;062682402300;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2023-01-27;2024-09-18
S-PTF-762;002207403071;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2023-11-21;2025-07-13
S-SSB-641;058853422445;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-09-15;2027-05-08
S-ZLQ-888;020971239945;JOYOR; Adulte Joyor F1 Noir;2024-06-18;2026-02-08
S-LXP-497;055386393505;SUOTU;Suotu rytigo 6;2022-10-11;2024-06-02
S-GLE-863;043140869571;UNAGI;Unagi Dual Motor;2024-11-12;2026-07-05
S-CIN-344;091720289017;YEEP.ME;yeep.me 100s ROLAND GARROS - 60km - Édition limitée;2023-12-19;2025-08-10
S-XOH-440;070254861864;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2025-05-31;2027-01-21
S-ROL-553;031888410915;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2022-08-10;2024-04-01
S-ERB-777;058070531244;SUOTU;Suotu R1 pour adultes;2025-01-08;2026-08-31
S-CUG-030;068422161968;OKAI;OKAI NEON LITE ES10 - BLACK;2023-04-05;2024-11-25
S-GEN-011;035701761469;JIVR;JIVR avec moteur 230W et triple système de freinage;2024-06-09;2026-01-30
S-VSH-465;096127532698;JOYOR;Adulte Joyor S10-S Noir;2024-05-03;2025-12-24
S-WHL-445;098835999171;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-04-12;2024-12-02
S-QVX-267;074450753057;JOYOR;Adulte Joyor GS5 Noir;2025-09-13;2027-05-06
S-EAY-251;056650842300;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2023-03-08;2024-10-28
S-KEI-696;013961326641;JOYOR;Adulte Joyor S5 Noir;2023-05-19;2025-01-08
S-YHV-867;028033883767;SUOTU;Suotu M5 pour enfants et adultes;2023-03-07;2024-10-27
S-IZS-633;004324386692;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2025-05-08;2026-12-29
S-JTW-359;028519140431;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2025-02-23;2026-10-16
S-BXD-454;027600871229;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-01-09;2025-08-31
S-RWS-505;014172653678;SUOTU;Suotu M5 pour enfants et adultes;2024-05-10;2025-12-31
S-HCD-208;041789197520;WINDGOO;Windgoo M20 pour enfants et adultes;2024-03-24;2025-11-14
S-ELJ-521;046397093736;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2023-07-02;2025-02-21
S-PJR-999;059701471368;RED6;pliable - RED6 85 SPARROW - Vitesse Max 25 Km - Batterie;2025-03-06;2026-10-27
S-YQA-498;024632367652;JOYOR;adulte Joyor Y5S blanche;2024-12-27;2026-08-19
S-RSJ-187;014748705646;JOYOR;Adulte Joyor F3 Blanc;2024-02-16;2025-10-08
S-XOL-334;084872010235;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2024-05-01;2025-12-22
S-VKO-649;070783788331;WISPEED;Wispeed T865;2024-02-13;2025-10-05
S-GQG-127;076440008139;OKAI;Scooter électrique Okai ES20 Noir;2023-10-13;2025-06-04
S-LET-965;059459286743;KUGOO;Kugoo S1 pro pour enfants et adultes;2024-01-15;2025-09-06
S-BSB-669;031795820059;WEEBOT;Inoe Sweemie 2;2025-04-22;2026-12-13
S-LEA-163;062275509828;XIAOMI;Xiaomi Mi 3;2023-02-17;2024-10-09
S-SSE-069;065231468173;JOYOR; Adulte Joyor F1 Noir;2025-08-11;2027-04-03
S-BXN-973;031665142179;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-03-09;2024-10-29
S-PSG-820;072008864984;JOYOR;Adulte Joyor F3;2024-03-22;2025-11-12
S-JAP-527;069916709427;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2022-09-16;2024-05-08
S-YMA-043;078217267860;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2022-10-04;2024-05-26
S-THB-469;039206830115;JOYOR; Adulte Joyor F1 Noir;2025-02-06;2026-09-29
S-BYO-489;003814691549;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2023-12-03;2025-07-25
S-KOZ-505;045212540496;VOLANS;adulte - e step;2023-07-01;2025-02-20
S-YXV-658;089240106286;SEGWAY-NINEBOT;Ninebot F2 Plus;2024-06-28;2026-02-18
S-XPX-218;041706362875;JOYOR;Adulte Joyor S5 Noir;2023-12-09;2025-07-31
S-LOX-902;006355897532;JOYOR;adulte Joyor Y5S blanche;2024-07-18;2026-03-10
S-YTO-105;095455950223;XIAOMI;Xiaomi Mi 3;2024-08-29;2026-04-21
S-TTT-846;097230027617;SEGWAY-NINEBOT;Ninebot F2;2023-01-23;2024-09-14
S-JWN-396;004263322319;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2024-07-27;2026-03-19
S-YIZ-441;038299989877;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2023-06-07;2025-01-27
S-VIN-435;085996623027;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2023-02-28;2024-10-20
S-XYZ-727;018940276182;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2022-11-18;2024-07-10
S-STA-024;059124246239;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2023-10-12;2025-06-03
S-DLM-065;071132338084;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2024-08-30;2026-04-22
S-RRU-768;088094572377;UNAGI;Unagi Dual Motor;2025-03-14;2026-11-04
S-UWK-657;008039759525;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-08-11;2025-04-02
S-ONI-212;042064187540;JOYOR;adulte Joyor Y5S blanche;2022-12-24;2024-08-15
S-XLM-655;018362479857;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2025-03-17;2026-11-07
S-QXY-038;016360315589;WINDGOO;Windgoo M20 pour enfants et adultes;2023-05-13;2025-01-02
S-HRJ-621;081820213735;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2025-02-05;2026-09-28
S-QRI-176;050408371142;JOYOR;Adulte Joyor X5S Noir;2023-07-22;2025-03-13
S-CIA-548;022465332871;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-02-10;2024-10-02
S-BGN-911;060162727606;OXELO;Decathlon R920E;2024-11-02;2026-06-25
S-OPY-436;094101361400;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2022-11-25;2024-07-17
S-COP-430;000334398406;JOYOR;Joyor Y10 blanche;2023-11-26;2025-07-18
S-VTQ-957;021321397017;OXELO;Decathlon R920E;2024-01-12;2025-09-03
S-DXZ-261;095203429837;JOYOR;Adulte Joyor Y10 Noir;2022-12-04;2024-07-26
S-UBZ-998;076508489717;OXELO;Decathlon R920E;2022-10-21;2024-06-12
S-NAL-410;018388045863;WISPEED;Wispeed T865;2023-09-08;2025-04-30
S-EAC-955;098037726434;OKAI;Scooter électrique Okai ES20 Noir;2025-03-19;2026-11-09
S-IKS-007;080191331946;JOYOR;Adulte Joyor G5 Noir;2022-08-10;2024-04-01
S-MTV-725;097008062350;JOYOR;adulte Joyor Y5S blanche;2022-08-21;2024-04-12
S-BBC-938;013099804797;JOYOR;Adulte Joyor F3;2022-12-06;2024-07-28
S-EDL-732;049140456883;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-09-03;2027-04-26
S-OSI-122;013381440681;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2024-03-15;2025-11-05
S-BIQ-075;004875553852;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2025-04-12;2026-12-03
S-GRY-529;091403919997;JOYOR;Adulte Joyor S5 Noir;2024-05-16;2026-01-06
S-RWW-590;047035194365;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2024-06-19;2026-02-09
S-UKK-626;033672659683;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2025-10-08;2027-05-31
S-TZG-061;022974387658;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2022-10-27;2024-06-18
S-CAX-278;003238886417;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2023-10-28;2025-06-19
S-SEO-699;011303860818;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2024-03-19;2025-11-09
S-CPB-359;027246444778;XIAOMI;Xiaomi 4 GO;2023-08-06;2025-03-28
S-SAG-053;074660666226;JOYOR;Adulte Joyor Y10 Noir;2022-12-22;2024-08-13
S-CHJ-097;040447630021;XIAOMI;Xiaomi 4 GO;2025-07-26;2027-03-18
S-RUA-094;014371659678;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2024-12-03;2026-07-26
S-NMY-199;091392763503;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2022-08-25;2024-04-16
S-MFW-935;036421084255;JOYOR; Adulte Joyor F1 Noir;2023-07-14;2025-03-05
S-BEM-967;003070644998;VOLANS;adulte - e step;2023-11-07;2025-06-29
S-DRE-524;080598119496;RAZOR;Power Core E100 -Enfant;2025-02-11;2026-10-04
S-SXS-143;007678667373;WEEBOT;Inoe Sweemie 2;2024-05-05;2025-12-26
S-CWA-111;021716809484;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2025-04-23;2026-12-14
S-WOY-430;062623008195;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2025-03-10;2026-10-31
S-NHT-454;050377070621;SUOTU;Suotu rytigo 6;2022-09-20;2024-05-12
S-UNN-801;039916906121;SUOTU;Suotu R1 PRO pour adultes;2024-09-14;2026-05-07
S-QAN-390;013115104250;NAVEE;Scooter électrique Navee N65 Noir;2025-02-26;2026-10-19
S-AFC-448;066269861577;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2023-07-10;2025-03-01
S-CBI-289;086378198032;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2025-09-28;2027-05-21
S-JLU-101;009770291589;JOYOR;Adulte Joyor S5 Noir;2025-05-13;2027-01-03
S-YLG-865;035863450736;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2025-07-27;2027-03-19
S-FRF-355;018274370548;XIAOMI;Xiaomi Scooter 4;2025-07-16;2027-03-08
S-RYY-046;019255531092;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2025-09-27;2027-05-20
S-UKZ-408;089233883056;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2025-07-01;2027-02-21
S-DSI-440;079515770868;SEGWAY-NINEBOT;Ninebot F2 Pro E;2025-08-12;2027-04-04
S-QXL-926;095026116027;JOYOR;adulte Joyor Y5S blanche;2025-08-09;2027-04-01
S-ERZ-438;084781887014;JOYOR;Adulte Joyor F3 Blanc;2024-04-17;2025-12-08
S-ROI-225;004008734601;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-12-18;2025-08-09
S-SSC-939;059474233301;VOLANS;adulte - e step;2024-03-29;2025-11-19
S-GED-810;013696384066;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2025-03-16;2026-11-06
S-MQM-899;045727817198;JOYOR;Joyor Y10 blanche;2024-09-18;2026-05-11
S-SFE-963;022404348877;SEGWAY-NINEBOT;Ninebot F2 Pro E;2024-01-08;2025-08-30
S-BQC-609;090897192115;JOYOR;Adulte Joyor GS5 Noir;2024-06-29;2026-02-19
S-CTJ-976;081733936777;SEGWAY-NINEBOT;Ninebot F2 Plus;2024-12-07;2026-07-30
S-GWC-596;080936176053;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2023-07-16;2025-03-07
S-VTG-230;042941839180;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-07-30;2026-03-22
S-JGB-325;062074100360;SUOTU;Suotu rytigo 6;2023-07-21;2025-03-12
S-JGT-698;076871749817;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-04-02;2025-11-23
S-ARO-902;089117903826;OKAI;Scooter électrique Okai ES20 Noir;2024-05-23;2026-01-13
S-PPR-456;043151838815;BOHLT;pliable - eKick 10 PRO - Noir;2024-12-30;2026-08-22
S-TPI-483;069275043160;JOYOR;Adulte Joyor S10-S Noir;2024-06-19;2026-02-09
S-GIL-240;005547756289;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2024-01-11;2025-09-02
S-KZE-669;022107559919;UNAGI;Unagi Dual Motor;2022-12-20;2024-08-11
S-MQM-330;034097424319;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2023-04-18;2024-12-08
S-ZNO-594;092019709050;BOHLT;Pliable eKick TD9 - Noir;2025-11-06;2027-06-29
S-DGS-684;067491190227;OKAI;OKAI NEON LITE ES10 - BLACK;2023-02-23;2024-10-15
S-QPL-739;086487960965;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-11-02;2027-06-25
S-CTQ-912;011146239186;TO.TEM;LYNX - 3 ROUES - CAMÉRA POSTERIEURE;2025-05-03;2026-12-24
S-REB-794;066991813728;WISPEED;Wispeed T865;2025-08-08;2027-03-31
S-INF-634;006985581173;XIAOMI;Xiaomi 4 GO;2023-09-18;2025-05-10
S-CZD-010;046244994180;JOYOR;Adulte Joyor Y10 Noir;2024-03-06;2025-10-27
S-HOC-425;034156254486;JOYOR;Adulte Joyor X5S Noir;2024-09-01;2026-04-24
S-FWM-625;097150992723;SHARP;Sharp KS2AEU-B e-Scooter avec écran intégré et double suspension arrière;2024-05-30;2026-01-20
S-KLA-442;025026505019;RAZOR;Power Core E100 -Enfant;2023-06-16;2025-02-05
S-NMT-933;018711302575;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2025-07-04;2027-02-24
S-TND-414;080072356221;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-06-30;2027-02-20
S-JDV-602;093389062364;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2024-08-21;2026-04-13
S-IBK-962;089892639861;OKAI;OKAI NEON LITE ES10 - BLACK;2022-12-04;2024-07-26
S-VNV-784;019230329783;SUOTU;Suotu rytigo 6;2022-08-23;2024-04-14
S-WWP-218;040517590340;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2023-01-23;2024-09-14
S-CKY-614;062395565013;BOHLT;Pliable eKick TD9 - Noir;2024-07-11;2026-03-03
S-GMF-942;042886735183;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-10-18;2025-06-09
S-LGX-646;022672554329;XIAOMI;Xiaomi Mi 3;2024-08-13;2026-04-05
S-URZ-919;016410480896;OKAI;OKAI NEON LITE ES10 - BLACK;2025-10-31;2027-06-23
S-IWQ-171;075175928244;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2023-05-02;2024-12-22
S-VIU-667;020502284850;TO.TEM;LYNX - 3 ROUES;2025-07-16;2027-03-08
S-XIC-582;019298631201;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2022-09-28;2024-05-20
S-ART-799;033820621514;RAZOR;Power Core E100 -Enfant;2024-07-10;2026-03-02
S-WTQ-545;005221068344;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-05-26;2026-01-16
S-VFT-969;001094796398;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2023-09-01;2025-04-23
S-YLO-966;037312185083;SEGWAY-NINEBOT;Ninebot F2;2022-08-14;2024-04-05
S-KUQ-455;082838566042;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2025-08-12;2027-04-04
S-DAR-564;014011931838;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-10-17;2025-06-08
S-EPK-248;037935805960;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2024-11-01;2026-06-24
S-RZP-707;016948903117;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2024-10-04;2026-05-27
S-KUR-658;061279811246;WINDGOO;Windgoo M20 pour enfants et adultes;2023-02-04;2024-09-26
S-XUN-826;060391148413;TO.TEM;LYNX - 3 ROUES - CAMÉRA POSTERIEURE;2023-09-09;2025-05-01
S-PAX-137;048869422682;JOYOR;Adulte Joyor F5S+ Noir;2023-03-03;2024-10-23
S-SAV-402;035740350434;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-04-11;2026-12-02
S-YGW-056;072032530744;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2023-10-22;2025-06-13
S-HZP-464;078235312243;JOYOR;Adulte Joyor Y10 Noir;2022-08-11;2024-04-02
S-CXM-466;063937239615;SEGWAY-NINEBOT;Ninebot F2;2024-02-07;2025-09-29
S-WTN-553;050689067142;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2025-06-09;2027-01-30
S-DMQ-192;044987090900;SUOTU;Suotu M5 pour enfants et adultes;2025-07-01;2027-02-21
S-LSD-309;051964876121;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2022-11-12;2024-07-04
S-WPJ-687;089611448118;JOYOR;Adulte Joyor X5S Noir;2025-04-29;2026-12-20
S-GIL-079;085497092984;VOLANS;adulte - e step;2023-04-18;2024-12-08
S-IYR-708;037823719314;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2024-06-03;2026-01-24
S-WHE-419;023659670772;WISPEED;Wispeed T865;2024-04-05;2025-11-26
S-ZFG-034;022796443537;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2023-01-29;2024-09-20
S-NTF-216;069167782934;XIAOMI;Xiaomi 4 Lite;2024-02-01;2025-09-23
S-KKX-068;090691693161;WISPEED;WISPEED T850 V2;2024-07-10;2026-03-02
S-VMV-150;009071349916;JOYOR;Adulte Joyor F3 Blanc;2022-10-03;2024-05-25
S-WYX-464;099088269731;XIAOMI;Xiaomi Scooter 4;2024-11-11;2026-07-04
S-RRN-498;091895374225;WINDGOO;Windgoo M20 pour enfants et adultes;2023-05-20;2025-01-09
S-MUO-262;058253316262;JOYOR;Adulte Joyor F5S+ Noir;2024-06-18;2026-02-08
S-GRF-321;068470861988;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-09-09;2025-05-01
S-YUS-323;084707995390;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2024-09-25;2026-05-18
S-WFZ-139;014657168482;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2023-03-01;2024-10-21
S-NWR-475;044763909123;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2024-11-23;2026-07-16
S-YNH-526;038907764542;JOYOR;Joyor Y10 blanche;2024-08-06;2026-03-29
S-WXF-149;044654371170;WINDGOO;Windgoo M20 pour enfants et adultes;2024-06-08;2026-01-29
S-UUF-235;067811437133;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2023-10-15;2025-06-06
S-BKP-799;053760154026;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2024-02-21;2025-10-13
S-VWA-025;048862526173;UNAGI;Unagi Dual Motor;2023-03-22;2024-11-11
S-PNY-574;072513122075;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2024-01-04;2025-08-26
S-FXN-539;053204289455;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2025-09-24;2027-05-17
S-IVJ-910;097954075353;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2025-08-15;2027-04-07
S-IAD-599;085305769338;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-08-20;2025-04-11
S-QUN-106;050914197451;SEGWAY-NINEBOT;Ninebot F2 Pro E;2025-01-17;2026-09-09
S-JJA-725;002144007917;WEEBOT;Inoe Sweemie 2;2023-07-14;2025-03-05
S-FOZ-958;000233111146;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2022-08-10;2024-04-01
S-NCT-183;044833080721;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2024-05-07;2025-12-28
S-USJ-214;067158219374;XIAOMI;Xiaomi Scooter 4;2024-08-12;2026-04-04
S-YBB-798;033483315943;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-07-29;2026-03-21
S-KUW-824;088833474213;OKAI;Scooter électrique Okai ES20 Noir;2022-08-19;2024-04-10
S-GPA-163;044119302697;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2024-03-28;2025-11-18
S-XQA-025;082298869547;SUOTU;Suotu R1 pour adultes;2022-12-08;2024-07-30
S-KJB-899;031832034556;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-01-19;2024-09-10
S-ALE-530;070441523825;SUOTU;Suotu rytigo 6;2024-12-02;2026-07-25
S-IFV-143;062550194795;XIAOMI;Xiaomi Scooter 4;2023-03-10;2024-10-30
S-PLJ-903;028150368917;VOLANS;adulte - e step;2023-04-11;2024-12-01
S-HQU-732;006762448738;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2024-03-11;2025-11-01
S-GUF-154;054508155899;TO.TEM;LYNX - 3 ROUES - CAMÉRA POSTERIEURE;2023-01-21;2024-09-12
S-AWD-765;041560925833;OKAI;OKAI NEON LITE ES10 - BLACK;2022-10-13;2024-06-04
S-XSM-555;050648973747;JOYOR;Adulte Joyor F5S+ Noir;2023-11-11;2025-07-03
S-AAH-146;014054021696;XIAOMI;Xiaomi 4 Lite;2023-01-27;2024-09-18
S-CNH-622;013412096557;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2023-09-29;2025-05-21
S-WSM-916;079037964706;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2025-07-08;2027-02-28
S-TBB-451;046745779886;SUOTU;Suotu R1 pour adultes;2024-06-10;2026-01-31
S-WDL-369;049896114928;JOYOR;adulte Joyor Y5S blanche;2024-06-30;2026-02-20
S-DBO-292;001648158434;SEGWAY-NINEBOT;Ninebot F2;2024-04-17;2025-12-08
S-WQC-436;049387106583;SEGWAY-NINEBOT;Ninebot F2 Plus;2023-06-22;2025-02-11
S-HJY-120;008692999943;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2023-07-10;2025-03-01
S-IWO-180;060417850967;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2023-02-26;2024-10-18
S-YSI-756;099160813893;SUOTU;Suotu R1 pour adultes;2024-02-09;2025-10-01
